category,scientific_name,common_names,conservation_status
Amphibian,Hemidactylium scutatum,Four-Toed Salamander,Neutral
Amphibian,Plethodon,Woodland Salamanders,Neutral
Amphibian,Plethodon aureolus,Tellico Salamander,Neutral
Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",Neutral
Amphibian,Plethodon dorsalis,Northern Zigzag Salamander,Neutral
Amphibian,Plethodon glutinosus,Snorthern Slimy Salamander,Neutral
Amphibian,Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",Neutral
Amphibian,Plethodon metcalfi,Southern Gray-Cheeked Salamander,Neutral
Amphibian,Plethodon oconaluftee,Southern Appalachian Salamander,Neutral
Amphibian,Plethodon serratus,Southern Red-Backed Salamander,Neutral
Amphibian,Plethodon ventralis,Southern Zigzag Salamander,Neutral
Amphibian,Plethodon websteri,Webster's Salamander,Neutral
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders &Amp; Mud Salamanders, Red Salamanders",Neutral
Amphibian,Pseudotriton montanus,Mud Salamander,Neutral
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,Neutral
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,Neutral
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,Neutral
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,Neutral
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,Neutral
Amphibian,Necturus maculosus maculosus,Mudpuppy,Neutral
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,Neutral
Fish,Labidesthes sicculus,Brook Silverside,Neutral
Fish,Dorosoma cepedianum,Gizzard Shad,Neutral
Fish,Catostomus commersoni,White Sucker,Neutral
Fish,Hypentelium nigricans,Northern Hog Sucker,Neutral
Fish,Moxostoma carinatum,River Redhorse,Neutral
Fish,Moxostoma duquesnei,Black Redhorse,Neutral
Fish,Moxostoma erythrurum,Golden Redhorse,Neutral
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,Neutral
Fish,Campostoma anomalum,Central Stoneroller,Neutral
Fish,Campostoma oligolepis,Largescale Stoneroller,Neutral
Fish,Carassius auratus,Goldfish,Neutral
Fish,Clinostomus funduloides,Rosyside Dace,Neutral
Fish,Clinostomus sp. 1,Smoky Dace,Neutral
Fish,Cyprinella galactura,Whitetail Shiner,Neutral
Fish,Cyprinella galacturus,Whitetail Shiner,Neutral
Fish,Cyprinella spiloptera,Spotfin Shiner,Neutral
Fish,Cyprinella spilopterus,Spotfin Shiner,Neutral
Fish,Cyprinella venusta,Blacktail Shiner,Neutral
Fish,Cyprinella venustus,Blacktail Shiner,Neutral
Fish,Cyprinus carpio,Common Carp,Neutral
Fish,Erimonax monachus,Spotfin Chub,Threatened
Fish,Hemitremia flammea,Flame Chub,Species of Concern
Fish,Hybopsis amblops,Bigeye Chub,Neutral
Fish,Luxilus chrysocephalus,Striped Shiner,Neutral
Fish,Luxilus coccogenis,Warpaint Shiner,Neutral
Fish,Luxilus cornutus,Common Shiner,Neutral
Fish,Lythrurus lirus,Mountain Shiner,Neutral
Fish,Nocomis micropogon,River Chub,Neutral
Fish,Notropis atherinoides,Emerald Shiner,Neutral
Fish,Notropis baileyi,Rough Shiner,Neutral
Fish,Notropis leuciodus,Tennessee Shiner,Neutral
Fish,Notropis photogenis,Silver Shiner,Neutral
Fish,Notropis rubellus,Rosyface Shiner,Neutral
Fish,Notropis rubricroceus,Saffron Shiner,Neutral
Fish,Notropis spectrunculus,Mirror Shiner,Neutral
Fish,Notropis telescopus,Telescope Shiner,Neutral
Fish,Notropis volucellus,Mimic Shiner,Neutral
Fish,Phenacobius catostomus,Riffle Minnow,Neutral
Fish,Phenacobius crassilabrum,Fatlips Minnow,Neutral
Fish,Phenacobius uranops,Stargazing Minnow,Neutral
Fish,Phoxinus oreas,Mountain Redbelly Dace,Neutral
Fish,Phoxinus tennesseensis,Tennessee Dace,Neutral
Fish,Rhinichthys cataractae,Longnose Dace,Neutral
Fish,Rhinichthys obtusus,Western Blacknose Dace,Neutral
Fish,Semotilus atromaculatus,Creek Chub,Neutral
Fish,Fundulus catenatus,Northern Studfish,Neutral
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",Neutral
Fish,Gambusia holbrooki,Eastern Mosquitofish,Neutral
Fish,Esox masquinongy,Muskellunge,Neutral
Fish,Ambloplites rupestris,Rock Bass,Neutral
Fish,Lepomis auritus,Redbreast Sunfish,Neutral
Fish,Lepomis cyanellus,Green Sunfish,Neutral
Fish,Lepomis gibbosus,Pumpkinseed,Neutral
Fish,Lepomis gulosus,Warmouth,Neutral
Fish,Lepomis humilis,Orangespotted Sunfish,Neutral
Fish,Lepomis macrochirus,Bluegill,Neutral
Fish,Lepomis megalotis,Longear Sunfish,Neutral
Fish,Lepomis microlophus,Redear Sunfish,Neutral
Fish,Micropterus dolomieu,Smallmouth Bass,Neutral
Fish,Micropterus punctulatus,Spotted Bass,Neutral
Fish,Micropterus salmoides,Largemouth Bass,Neutral
Fish,Pomoxis nigromaculatus,Black Crappie,Neutral
Fish,Morone chrysops,White Bass,Neutral
Fish,Etheostoma blennioides,Greenside Darter,Neutral
Fish,Etheostoma camurum,Bluebreast Darter,Neutral
Fish,Etheostoma chlorobranchium,Greenfin Darter,Neutral
Fish,Etheostoma flabellare,Fantail Darter,Neutral
Fish,Etheostoma gutselli,Tuckasegee Darter,Neutral
Fish,Etheostoma jessiae,Blueside Darter,Neutral
Fish,Etheostoma maculatum,Spotted Darter,Neutral
Fish,Etheostoma percnurum,Duskytail Darter,Endangered
Fish,Etheostoma rufilineatum,Redline Darter,Neutral
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",Neutral
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",Neutral
Fish,Etheostoma stigmaeum,Speckled Darter,Neutral
Fish,Etheostoma swannanoa,Swannanoa Darter,Neutral
Fish,Etheostoma vulneratum,Wounded Darter,Neutral
Fish,Etheostoma zonale,Banded Darter,Neutral
Fish,Perca flavescens,Yellow Perch,Neutral
Fish,Percina aurantiaca,Tangerine Darter,Neutral
Fish,Percina burtoni,Blotchside Darter,Species of Concern
Fish,Percina caprodes,Logperch,Neutral
Fish,Percina evides,Gilt Darter,Neutral
Fish,Percina squamata,Olive Darter,Species of Concern
Fish,Stizostedion canadense,Sauger,Neutral
Fish,Stizostedion vitreum,Walleye,Neutral
Fish,Aplodinotus grunniens,Freshwater Drum,Neutral
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,Neutral
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Neutral
Fish,Lampetra appendix,American Brook Lamprey,Neutral
Fish,Oncorhynchus mykiss,Rainbow Trout,Neutral
Fish,Salmo trutta,Brown Trout,Neutral
Fish,Salvelinus fontinalis,Brook Trout,Neutral
Fish,Cottus bairdi,Mottled Sculpin,Neutral
Fish,Cottus carolinae,Banded Sculpin,Neutral
Fish,Lepisosteus osseus,Longnose Gar,Neutral
Fish,Ameiurus melas,Black Bullhead,Neutral
Fish,Ameiurus natalis,Yellow Bullhead,Neutral
Fish,Ictalurus furcatus,Blue Catfish,Neutral
Fish,Ictalurus punctatus,Channel Catfish,Neutral
Fish,Noturus baileyi,Smoky Madtom,Endangered
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
Fish,Noturus flavus,Stonecat,Neutral
Fish,Pylodictis olivaris,Flathead Catfish,Neutral
Vascular Plant,Acorus calamus,Sweetflag,Neutral
Vascular Plant,Alisma subcordatum,Water-Plantain,Neutral
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,Neutral
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,Neutral
Vascular Plant,Arisaema dracontium,Green Dragon,Neutral
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,Neutral
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,Neutral
Vascular Plant,Lemna minuta,Least Duckweed,Neutral
Vascular Plant,Lemna valdiviana,"Pale Duckweed, Duckweed",Neutral
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",Neutral
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,Neutral
Vascular Plant,Elodea nuttallii,Western Waterweed,Neutral
Vascular Plant,Najas guadalupensis,Southern Waternymph,Neutral
Vascular Plant,Najas minor,Brittle Waternymph,Neutral
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",Neutral
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,Neutral
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",Neutral
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,Neutral
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,Neutral
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",Neutral
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,Neutral
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,Neutral
Vascular Plant,Angelica triquinata,Filmy Angelica,Neutral
Vascular Plant,Angelica venenosa,Hairy Angelica,Neutral
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,Neutral
Vascular Plant,Carum carvi,Caraway,Neutral
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,Neutral
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,Neutral
Vascular Plant,Cicuta maculata,"Spotted Water-Hemlock, Spotted Cowbane",Neutral
Vascular Plant,Conium maculatum,Poison Hemlock,Neutral
Vascular Plant,Cryptotaenia canadensis,"Honewort, Canada Honewort",Neutral
Vascular Plant,Daucus carota,"Wild Carrot, Queen Anne's Lace",Neutral
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,Neutral
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,Neutral
Vascular Plant,Eryngium prostratum,"Rattlesnake-Master, Prostrate Eryngo",Neutral
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,Neutral
Vascular Plant,Foeniculum vulgare,Sweet Fennel,Neutral
Vascular Plant,Heracleum lanatum,Masterwort,Neutral
Vascular Plant,Heracleum maximum,Common Cowparsnip,Neutral
Vascular Plant,Ligusticum canadense,"Nondo Lovage, Loveage",Neutral
Vascular Plant,Osmorhiza claytonii,"Sweet Cicely, Hairy Sweet-Cicely",Neutral
Vascular Plant,Osmorhiza longistylis,"Smoother Sweet-Cicely, Long-Styled Anise-Root",Neutral
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,Neutral
Vascular Plant,Pastinaca sativa,"Wild Parsnip, Parsnip",Neutral
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",Neutral
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",Neutral
Vascular Plant,Sanicula odorata,"Black Snakeroot, Sanicle",Neutral
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",Neutral
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",Neutral
Vascular Plant,Taenidia integerrima,"Yellow Pimpernell, Yellow Pimpernel",Neutral
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Neutral
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",Neutral
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,Neutral
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Neutral
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Neutral
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,Neutral
Vascular Plant,Torilis japonica,"Hedge-Parsley, Erect Hedge-Parsley",Neutral
Vascular Plant,Zizia aptera,Golden Alexanders,Neutral
Vascular Plant,Zizia aurea,Golden Zizia,Neutral
Vascular Plant,Zizia trifoliata,"Three-Leaved Golden Alexanders, Meadow Alexanders",Species of Concern
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,Neutral
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",Neutral
Vascular Plant,Aralia spinosa,"Hercules Club, Devil's Walking Stick",Neutral
Vascular Plant,Hedera helix,English Ivy,Neutral
Vascular Plant,Hydrocotyle americana,"Water-Pennywort, American Water-Pennywort",Neutral
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Water-Penny-Wort, Lawn Penny-Wort",Neutral
Vascular Plant,Panax quinquefolius,Ginseng,Neutral
Vascular Plant,Panax trifolius,Dwarf Ginseng,Neutral
Vascular Plant,Ilex ambigua,Beadle's Holly,Neutral
Vascular Plant,Ilex collina,"Long-Stalked Holly, Appalachian Holly",Neutral
Vascular Plant,Ilex montana,Mountain Holly,Neutral
Vascular Plant,Ilex opaca,American Holly,Neutral
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",Neutral
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",Neutral
Vascular Plant,Allium burdickii,"Leeks, White-Stemmed Ramps",Neutral
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",Neutral
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,Neutral
Vascular Plant,Allium tricoccum,"Wild Leeks, Ramps, Small White Leek",Neutral
Vascular Plant,Allium vineale,Field Garlic,Neutral
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,Neutral
Vascular Plant,Lycoris radiata,Magic Lily,Neutral
Vascular Plant,Narcissus poeticus,Poet's Narcissus,Neutral
Vascular Plant,Narcissus pseudonarcissus,"Daffodil, Commom Daffodil",Neutral
Vascular Plant,Nothoscordum bivalve,Crowpoison,Neutral
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",Neutral
Vascular Plant,Convallaria majalis,"Lily-Of-The-Valley, European Lily-Of-The-Valley",Neutral
Vascular Plant,Convallaria majuscula,Convallaria,Neutral
Vascular Plant,Convallaria montana,"Wild Lily-Of-The-Valley, American Lily-Of-The-Valley",Neutral
Vascular Plant,Hosta lancifolia,Hosta,Neutral
Vascular Plant,Liriope spicatum,Liriope,Neutral
Vascular Plant,Maianthemum canadense,Canada Mayflower,Neutral
Vascular Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,Neutral
Vascular Plant,Manfreda virginica,False Aloe,Neutral
Vascular Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",Neutral
Vascular Plant,Muscari comosum,Tassel Grapehyacinth,Neutral
Vascular Plant,Polygonatum biflorum,"King Solomon's Seal, Common Solomon's-Seal",Neutral
Vascular Plant,Polygonatum biflorum var. biflorum,"Smooth Solomon's Seal, King Solomon's Seal",Neutral
Vascular Plant,Polygonatum biflorum var. commutatum,Great Solomon's Seal,Neutral
Vascular Plant,Polygonatum pubescens,"Hairy Solomon's Seal, Downy Solomon's-Seal",Neutral
Vascular Plant,Yucca filamentosa,Adam's-Needle,Neutral
Vascular Plant,Hypoxis hirsuta,"Eastern Yellow Star Grass, Yellow Star Grass",Neutral
Vascular Plant,Belamcanda chinensis,Blackberry Lily,Neutral
Vascular Plant,Gladiolus X gandavensis,Gladiolus,Neutral
Vascular Plant,Iris cristata,Crested Dwarf Iris,Neutral
Vascular Plant,Iris laevigata,Garden Iris,Neutral
Vascular Plant,Iris pseudacorus,Yellow European Iris,Neutral
Vascular Plant,Iris verna var. smalliana,Dwarf Violet Iris,Neutral
Vascular Plant,Iris virginica var. shrevei,"Southern Blueflag, Blue Flag",Neutral
Vascular Plant,Sisyrinchium albidum,White Blueeyed Grass,Neutral
Vascular Plant,Sisyrinchium angustifolium,"Pointed Blue-Eyed-Grass, Blue-Eyed Grass",Neutral
Vascular Plant,Sisyrinchium atlanticum,"Eastern Blue-Eyed-Grass, Atlantic Blue-Eyed Grass",Neutral
Vascular Plant,Sisyrinchium mucronatum,"Michaux Blue-Eyed-Grass, Blue-Eyed Grass",Neutral
Vascular Plant,Aplectrum hyemale,"Adam-And-Eve Orchid, Puttyroot",Neutral
Vascular Plant,Calopogon tuberosus var. tuberosus,Tuberous Grasspink,Neutral
Vascular Plant,Cleistes bifaria,Cleistes,Neutral
Vascular Plant,Cleistes divaricata,Spreading Pogonia,Neutral
Vascular Plant,Coeloglossum viride var. virescens,"Longbract Frog Orchid, Long-Bract Green Orchis",Neutral
Vascular Plant,Corallorhiza maculata,"Summer Coralroot, Spotted Coralroot",Neutral
Vascular Plant,Corallorhiza odontorhiza,Autumn Coral-Root,Neutral
Vascular Plant,Corallorhiza wisteriana,"Spring Coralroot, Coral Root",Neutral
Vascular Plant,Corallorrhiza maculata,"Summer Coralroot, Spotted Coralroot",Neutral
Vascular Plant,Corallorrhiza odontorhiza,Autumn Coral-Root,Neutral
Vascular Plant,Corallorrhiza wisteriana,Spring Coralroot,Neutral
Vascular Plant,Cypripedium acaule,"Pink Lady's Slipper, Pink Lady's-Slipper",Neutral
Vascular Plant,Cypripedium parviflorum var. pubescens,Greater Yellow Lady's Slipper,Neutral
Vascular Plant,Epipactis helleborine,Helleborine,Neutral
Vascular Plant,Galearis spectabilis,"Showy Orchid, Showy Orchis",Neutral
Vascular Plant,Goodyera pubescens,Downy Rattlesnake-Plantain,Neutral
Vascular Plant,Hexalectris spicata,Crested Coralroot,Neutral
Vascular Plant,Isotria medeoloides,Small Whorled Pogonia,Threatened
Vascular Plant,Isotria verticillata,"Large Whorled Pogonia, Whorled Pogonia",Neutral
Vascular Plant,Liparis liliifolia,"Large Twayblade, Lily-Leaved Twayblade",Neutral
Vascular Plant,Liparis loeselii,"Fen Orchid, Fen Orchis",Neutral
Vascular Plant,Listera smallii,"Kidney-Leaf Twayblade, Small's Twayblade",Neutral
Vascular Plant,Malaxis unifolia,"Green Adder's-Mouth, Adder's Mouth",Neutral
Vascular Plant,Platanthera ciliaris,"Yellow-Fringed Orchid, Yellow-Fringe Orchis",Neutral
Vascular Plant,Platanthera clavellata,"Green Woodland Orchid, Small Green Woodland Orchis",Neutral
Vascular Plant,Platanthera flava var. flava,Palegreen Orchid,Neutral
Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,Neutral
Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Neutral
Vascular Plant,Platanthera lacera,"Green-Fringed Orchid, Green-Fringe Orchis",Neutral
Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Neutral
Vascular Plant,Platanthera psycodes,"Small Purple-Fringed Orchid, Small Purple-Fringe Orchis",Neutral
Vascular Plant,Pogonia ophioglossoides,"Rose Pogonia, Pogonia",Neutral
Vascular Plant,Spiranthes cernua,"Nodding Lady's Tresses, Nodding Ladies'-Tresses",Neutral
Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Neutral
Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Lady's Tresses, Yellow Nodding Ladies'-Tresses",Neutral
Vascular Plant,Spiranthes ovalis,"October Ladiestresses, Lesser Ladies'-Tresses",Neutral
Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Neutral
Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Neutral
Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Neutral
Vascular Plant,Triphora trianthophora,Nodding Pogonia,Neutral
Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Neutral
Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Neutral
Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Neutral
Vascular Plant,Ageratina altissima,White Snakeroot,Neutral
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Neutral
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Neutral
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Neutral
Vascular Plant,Ambrosia artemisiifolia,"Common Ragweed, Annual Ragweed",Neutral
Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Neutral
Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Neutral
Vascular Plant,Antennaria neglecta,"Field Pussytoes, Field Pussy Toes",Neutral
Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Neutral
Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaved Pussy Toes, Plantain-Leaf Pussytoes",Neutral
Vascular Plant,Antennaria solitaria,"Solitary Pussy Toes, Single-Head Pussytoes",Neutral
Vascular Plant,Anthemis arvensis,"Corn-Chamomile, Corn Camomile",Neutral
Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Neutral
Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Neutral
Vascular Plant,Arnoglossum atriplicifolium,"Pale Indian-Plantain, Armoglossum",Neutral
Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Neutral
Vascular Plant,Artemisia abrotanum,Southernwood,Neutral
Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Neutral
Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Neutral
Vascular Plant,Aster patens var. patens,Late Purple Aster,Neutral
Vascular Plant,Aster retroflexus,Curtis? Aster,Neutral
Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Neutral
Vascular Plant,Bidens aristosa,Stick-Tight,Neutral
Vascular Plant,Bidens bipinnata,Spanish-Needles,Neutral
Vascular Plant,Bidens cernua,"Stick-Tight, Nodding Beggar-Ticks",Neutral
Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Neutral
Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Neutral
Vascular Plant,Bidens vulgata,Big Devils Beggartick,Neutral
Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Neutral
Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Neutral
Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Neutral
Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Neutral
Vascular Plant,Carduus nutans,Musk Thistle,Neutral
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Neutral
Vascular Plant,Centaurea cyanus,"Corn-Flower, Batchelor's Button",Neutral
Vascular Plant,Centaurea nigra,Lesser Knapweed,Neutral
Vascular Plant,Chamomilla suaveolens,Pineappleweed,Neutral
